periodo;fecha_ticket;der;tipo_de_registro;clasificacion_excel;descripcion_caso
2026-05-01;2026-05-11;11697861;Consulta;No aplica / condiciones;Cliente de referencia acude al CE para consultar sobre la promoción de CAH Kids, informamos que la primo no aplica para nuestra sucursal, por ende informamos de los Centros de Experiencias adheridos, adicioanalmente informamos de los requisitos como contar con un número de telefono, correo y dispositivo propio, agradeció la atención.
2026-05-01;2026-05-11;11699499;Consulta;Reclamo / revision;Enex artigas esquina solano lopez  frente al hospital la costa, Petropar Molas lopez  ambos comercios indicaron no contar on el pos de upay para poder acceder al beneficio del reintegro el cliente indica que soliito el cobro con dicho pos a lo que el playero le indico que igual tendrian reintegro con bancar el cliente confia al momento pero al no registrar reintegro verifica ByC y ve que no se podra aplicar la promocion por dicho motivo el cliente se encuentra bastante molesto y solicita que podamos verificar estos comercios. se envia correo al area de alinzas para verificacion.
2026-05-01;2026-05-11;11699820;Consulta;No aplica / condiciones;"Buenas estimados,

Favor de su ayuda para la siguiente verificación,
 
Detalles del caso:

Situación: El cliente menciona haberse acercado a la estación de servicio PETROPAR para la carga correspondiente de combustible de la semana, indica que al momento de pagar solicito el pos de UPAY para el pago a lo que el playero que le atendió se rehusó a  utilizar el pos alegando que el reintegro recibirá igual con el pos de infonet, menciona también que le indico no tener el pos a modo de evadir su pedido pero en otras ocasiones ya se percato que si cuentan con el pos solo que no quieren utilizar, generando así una molestia al cliente al no poder hacer uso de su beneficio   

Solicitamos su apoyo para verificar con el comercio por qué se está informando la falta del dispositivo o si existe algún inconveniente técnico con el POS en esta ubicación. Asimismo, necesitamos confirmar si sería posible proceder con el reintegro bajo excepción.

CI:   8036339
Cliente: DANIEL ERNESTO MAFFIOLI
METODO DE PAGO: TC  / Bancard
COMERCIO: PETROPAR-ROJAS CANADA
MONTO COMPRA: 50.000
MONTO A REINTEGRAR: 15.000
REINTEGRO: 30%
NIVEL: 4
FECHA: 11/05/2026

Quedo atento a sus comentarios y cualquier actualización que puedan brindarnos.

Saludos cordiales,"
2026-05-01;2026-05-11;11700328;Consulta;No aplica / condiciones;Cliente consulta el motivo por el cual no recibe el reintegro de una compra hecha con su TC en fecha 09/05 en Petropar, se verifica que ya recibió el tope de reintegro de la semana según el nivel que se encuentra, se le explica y se le brinda b&c, comprende.
2026-05-01;2026-05-11;11700990;Consulta;No aplica / condiciones;Cliente reclama reintegro en fortis, se verifica que no aplica dado a que no cumple con el monto minimo establecido.
2026-05-01;2026-05-11;11701469;Consulta;No aplica / condiciones;Cliente se comunica consultando por qué ya no recibe reintegros de la promoción de biggie, se le comentan las condiciones de la promoción y el monto mínimo de compra, indica que su compra solo fue de 30.000gs
2026-05-01;2026-05-11;11701723;Consulta;Reclamo / revision;Consulta sobre las promociones que hay en el supermercado stock, ya que visualizo una supuesta publicidad en el comercio que hay reintegros por comprar un televisor, a pesar de que se le indica las ByC sobre la Bolsa de supermercados, cliente de manera inconforme indica que es una falsa publicidad y estará levantando en las redes un reclamo, a pesar de que anteriormente se le explica múltiples veces como seria la promoción.
2026-05-01;2026-05-11;11701864;Consulta;No aplica / condiciones;"La cliente contacta reclamando el reintegro por una compra realizada el 21/04/2026 en el Hipermercado Superseis (Mcal. López y Sacramento) por un monto de G. 297.328, abonado con Tarjeta de Crédito.

Gestión Realizada:

Análisis de Promoción: Se verificaron las bases y condiciones de la promoción vigente para Supermercados en dicha fecha.

Identificación de la Causa: Se constató que la promoción requiere un ticket mínimo de G. 300.000 por transacción para activar el beneficio.

Asesoramiento: Se informó a la cliente que, debido a que su compra fue de G. 297.328, el sistema no procesó el reintegro automáticamente por no alcanzar el monto mínimo requerido.

Educación al Usuario: Se recomendó a la cliente verificar siempre las condiciones de las promociones (montos mínimos y topes) en la sección ueno+ de la App antes de realizar sus compras.

Resultado: Cliente comprendió la explicación y finalizó la consulta de manera cordial.

Estado: Finalizado / Beneficio no aplicable por monto mínimo."
2026-05-01;2026-05-11;11703960;Consulta;No aplica / condiciones;El cliente menciona que que no le llego su reintegro por una compra realizada en petropar en fecha 22/04/2026, le indicamos que no aplica ya que tendría que haber utilizado el pago con el pos de upay
2026-05-01;2026-05-11;11706123;Consulta;No aplica / condiciones;Cliente consulta por el estado de un reintegro, se verifica que según BYC no aplica.
2026-05-01;2026-05-11;11708468;Consulta;No aplica / condiciones;"El cliente se acerca al Centro de Experiencia para consultar el estado de un reintegro. Tras la verificación correspondiente, se informa que el comercio consultado no se encuentra adherido a la promoción vigente, por lo que el reintegro no aplica.
El cliente fue correctamente asesorado y manifestó comprensión de la información brindada."
2026-05-01;2026-05-11;11708589;Consulta;No aplica / condiciones;Cliente se contacta consultando por reintegros se le indica que comercio en donde realizo la comora no se encuentra adherido a las by c, se le recomienda verifciar las mismas en su app.
2026-05-01;2026-05-11;11708616;Consulta;No aplica / condiciones;Cliente consulta por reintegro de compra en Petropar, se menciona que no aplica por red de pago, facilito BYC y escalo reclamo via correo a alianzas ya que en el local le mencionaron que aplicaba igual.
2026-05-01;2026-05-11;11709770;Consulta;No aplica / condiciones;Cliente se contacta por un reintegro de supermercado, le indicamos que el tope es de 300000, por llamada resolvemos sus dudas.
2026-05-01;2026-05-11;11709815;Consulta;No aplica / condiciones;reclamo por reintegro,  se verifica que llego al tope.
2026-05-01;2026-05-11;11709885;Consulta;No aplica / condiciones;Se le indica al cliente sobre el monto mínimo de compra para acceder a los reintegros
2026-05-01;2026-05-11;11709952;Consulta;No aplica / condiciones;Se le indica según verifico recibiste la suma de 2.500 gs, ya que es el tope semanal para el nivel 1 de la promoción Combustible, te facilito para que lo puedas verificar mejor también// agradece//
2026-05-01;2026-05-11;11710455;Consulta;No aplica / condiciones;Cliente se contacta consultanso sobre reintegros el cual se le indica que no aplica ya que el medio de pago utilizado seria un pos de la red infonet
2026-05-01;2026-05-11;11710468;Consulta;No aplica / condiciones;Clienta se contacta indicando que realizo una compra en farmacenter y no se le aplico el reintegro correspondiente, verificamos y el pago realizo en un pos de pagopar por lo que no aplica en el reintegro
2026-05-01;2026-05-11;11710824;Consulta;Reclamo / revision;"Cliente consulta sobre su reclamo 11579809
Se le informa que sigue en proceso y haremos la insistencia
Dejo comentario en caso principal"
2026-05-01;2026-05-11;11711471;Consulta;No aplica / condiciones;"Buenas noches.

Se comunica usted en referencia solicitando información sobre un reintegro por una compra realizada en Fortis.

Al verificar el caso, se informa que no aplica el reintegro solicitado, ya que, según las bases y condiciones de la promoción vigente, el monto mínimo requerido para acceder al beneficio es de compras a partir de 2.000.000 en adelante. En este caso, la compra realizada fue por un importe inferior al establecido.

El cliente comprende la situación y agradece la atención brindada.

Asimismo, se le informa que puede consultar las bases y condiciones actualizadas a través de la página web oficial.

Saludos"
2026-05-01;2026-05-12;11712689;Consulta;No aplica / condiciones;Cliente consulta sobre reintegro no aplicado. Se verifica la operación y se visualiza que la compra fue realizada a través de la red Infonet. Se informa al cliente que la promoción aplica únicamente para pagos realizados mediante la red Upay en el comercio, por lo que no corresponde el reintegro. Se comparten bases y condiciones para verificación, agradece y finaliza chat.
2026-05-01;2026-05-12;11713104;Consulta;No aplica / condiciones;cliente menciona no recibe reintegro, se verifica y se informa que compra minima en supermercados tendria que ser de Gs300.000 para procesarse.
2026-05-01;2026-05-12;11713477;Consulta;No aplica / condiciones;Cliente consulta sobre reintegro se le indica que la misma no aplica, el motivo seria porque la compra no llego al monto mínimo, cliente comprende se procede al cierre del caso.
2026-05-01;2026-05-12;11714627;Consulta;No aplica / condiciones;"Cliente ya recibió reintegro por compra 5041050102.

El valor de Gs. 14.400 es correcto, durante el mes de abril, el cliente accedió a otro reintegro con la misma bolsa de bienestar de  Gs. 195.600, completando de esa forma el tope según el nivel en el que se encontraba en esas fechas de Gs 210.000 por esta promoción."
2026-05-01;2026-05-12;11714687;Consulta;Reclamo / revision;Se comunica por su caso 11651677, elevado por correo se verifica y el mismo ya se encuentra el reclamo con petrochaco , se le indica a la clienta, la clienta reclama el tiempo y menciona que se comunico con petrochaco y le indicaron que el banco aun no se comunico con ella
2026-05-01;2026-05-12;11714960;Consulta;No aplica / condiciones;Cliente se pone en contacto y consulta sobre reintegro de KORN ASUNCION PRY, se verifica e indica que no aplica para el beneficio del reintegro, se facilita las BYC de la bolsa de entrenimiento y se le explica en comercios que aplican
2026-05-01;2026-05-12;11715835;Consulta;No aplica / condiciones;se le indica que el reintegro no corresponde
2026-05-01;2026-05-12;11716970;Consulta;Reclamo / revision;"El cliente reclama un reintegro del 40% en combustibles; sin embargo, tras validar su perfil, se confirma que por pertenecer al Nivel 2 le corresponde un 15% según las Bases y Condiciones. Tras varios intentos de contacto fallidos (chat y llamadas), se notificó la resolución vía correo. Posteriormente, el cliente apeló enviando una captura de la promoción ('hasta 40%'). El área encargada ratificó que no hay errores en la comunicación publicitaria y que el beneficio está sujeto a los niveles de ueno, por lo cual se mantiene la respuesta de no lugar al reintegro adicional."
2026-05-01;2026-05-12;11717439;Consulta;No aplica / condiciones;Cliente consulta sobre una compra en Super6, se ve que no cumple con las byc, monto inferior a 300.000 Gs y fue abonado por Dinelco. Le detallo dónde puede consultar byc actualizadas.
2026-05-01;2026-05-12;11717801;Consulta;No aplica / condiciones;Reintegro, se le indica no aplica por el pos de la red infonet utilizado y no se encuentra adherido la ubicacion facilitada, agradece
2026-05-01;2026-05-12;11718620;Consulta;No aplica / condiciones;Cliente consulta por una compra en Petropar, teniendo en cuenta las byc, no aplica debido a que fue abonado con Infonet.
2026-05-01;2026-05-12;11718676;Consulta;Seguimiento interno;Entrega de camiseta adquirida a través de reto mundial, registramos, adjuntamos documento de autorización , brindamos a cliente lo solicitado, agradece gestión y se retira
2026-05-01;2026-05-12;11720708;Consulta;No aplica / condiciones;Cliente se acerca al CE Gral Santos en consulta de un reintegro que no se le aplico, se verifica bases y condiciones de la bolsa PETROPAR, y se confirma en crediware que realizo el pago con pos de infonet, razón por la cual no le aplico el reintegro. Cliente comprende y se retira.
2026-05-01;2026-05-12;11721080;Consulta;No aplica / condiciones;Cliente se contacta en referencia a que no estuvo recibiendo el reintegro de una compra realizada en Copetrol. Se verifica en CW que la compra lo realizó con el pos de la red infonet y en las byc de la promoción especifica que el reintegro solo aplica con el pos de la red upay.
2026-05-01;2026-05-12;11721944;Consulta;No aplica / condiciones;Informamos que no accede debido a que realizo el pago con red infonet, ya no responde mensajes ni llamadas
2026-05-01;2026-05-12;11726198;Consulta;No aplica / condiciones;El cliente consultó sobre el reintegro de sus compras en Petropar. Se verificó que en la transacción del 27/04/2026 no accedió al beneficio por haber alcanzado el tope máximo de reintegro semanal según su nivel de ueno rewards. Respecto a la compra del 11/05/2026, se informó que la misma fue procesada a través de la red Infonet, motivo por el cual no aplica para la promoción, la cual requiere exclusivamente el uso de la red Upay.
2026-05-01;2026-05-12;11726305;Consulta;Seguimiento interno;Clienrte consulta por bases y condiciones de promoción dia de la madre, menciono promedio según cliente, adjunto byc
2026-05-01;2026-05-12;11726794;Consulta;No aplica / condiciones;"Cliente se contacta consultando por su reintegro de GuapaSpa, se le explica que corresponde al tope de compra de nivel 1 especificado en la promo de Bienestar
Consulta por prestamo, se le indica requisitos"
2026-05-01;2026-05-12;11727033;Consulta;No aplica / condiciones;Cliente consulta porque no le llego el reintegro, se verifica que no aplica porque fue con la tarjeta de debito, se informa
2026-05-01;2026-05-12;11727316;Consulta;No aplica / condiciones;Información, no aplica reintegro.
2026-05-01;2026-05-12;11728186;Consulta;No aplica / condiciones;Se le indica que según veo por esa compra habias recibido la suma de 63.289 gs, ya que antes de la compra estabas en el nivel 4 y llegaste al tope para ese nivel, luego de la compra veo que subiste al nivel 5// se realiza salientes sin éxito//
2026-05-01;2026-05-12;11729033;Consulta;Reclamo / revision;Cliente consulta por reintegros, indique que se ha elevado el reclamo al area encargada por correo, segun el caso 11699820.
2026-05-01;2026-05-12;11731225;Consulta;No aplica / condiciones;Cliente reclama reintegro con el comercio de copetrol, mencione por correo que no aplica
2026-05-01;2026-05-12;11731636;Consulta;No aplica / condiciones;Cliente consulta sobre sus reintegros en pretropar y copetrol, las mismas no aplicaron dado que no siguio las bases y condiciones y uno de los comercios no se encontraba adherido en el mes de la compra.
2026-05-01;2026-05-13;11733241;Consulta;No aplica / condiciones;El mismo no aplica teniendo en cuenta pos con el que se proceso
2026-05-01;2026-05-13;11733316;Consulta;No aplica / condiciones;"Cliente contactó consultando por reintegro pendiente con Petropar.

El cual observamos que se procesó vía Infonet, por lo que no aplica, explicamos esta informacion al cliente."
2026-05-01;2026-05-13;11733516;Consulta;No aplica / condiciones;no corresponde, se le indica
2026-05-01;2026-05-13;11733801;Consulta;No aplica / condiciones;Cliente en referencia se acerca al C.E de J.Augusto Saldivar y realiza consulta sobre la condicon de Re integro ya que desea realizar una compra en el Supermercado. Se indica ingresar a su aplicación y se verifica comercio aderido , nivel 3, tope de compra, tope de reintegro, fecha de promoción, bases y condiciones general, compra minina y compra maxima, etc.
2026-05-01;2026-05-13;11735500;Consulta;No aplica / condiciones;Consulta porque sus compras no reciben reintegro, se verifica realizo con un pos que no corresponde.
2026-05-01;2026-05-13;11736584;Consulta;Reclamo / revision;Se realizan llamadas salientes para solicitar más información al cliente, sobre el reintegro reclamado, pero no contesta la llamada.
2026-05-01;2026-05-13;11737255;Consulta;Reclamo / revision;cliente reclama por reintegro se brinda los detalles por el cual no se proceso.
2026-05-01;2026-05-13;11737796;Consulta;No aplica / condiciones;Consulta sobre reintegro no aplica dado no esta en el listado de las byc. Saliente con codigo: VC-02682583/VC-02682574
2026-05-01;2026-05-13;11738419;Consulta;No aplica / condiciones;"Cliente consulta por una compra en stock; se ve que no aplica debido a que no cumple con lo establecido en las byc."
2026-05-01;2026-05-13;11738748;Consulta;No aplica / condiciones;"Cliente se contacta consultando acerca de un reintegro del Monchis.

Se le indico que la sucursal de Don Vito donde realizo su compra no se encuentra adherido en las bases y condiciones."
2026-05-01;2026-05-13;11738869;Consulta;No aplica / condiciones;Cliente consulta por una compra Pizza Hut, se verifica que no aplica según byc.
2026-05-01;2026-05-13;11739088;Consulta;No aplica / condiciones;Cliente consulta sobre reintegros, se le indica que su compra no aplica, el motivo seria POS incorrecto, cliente comprende se procede al cierre del caso.
2026-05-01;2026-05-13;11739825;Consulta;No aplica / condiciones;Cliente consulta sobre reintegros en fortis, se le indica que no aplica, el motivo seria que su compra no alcanza al  monto mínimo, se le facilita bases y condiciones, se realiza saliente con éxito, cliente comprende se procede al cierre del caso.
2026-05-01;2026-05-13;11740097;Consulta;No aplica / condiciones;"El cliente consulta a uendi sobre el reintegro recibido por una compra de Gs. 150.000 realizada en la fecha 13/05/2026, verifico y le confirmo que el reintegro de Gs. 37.500 es correcto, se aplicó según el Nivel 4 tope de compra semanal de Gs. 125.000 con el 30% de reintegro, le comento que ya veo que subio al nivel 5 por lo que su tope de compra y reintegro. Se adjuntó BYC, no responde.
Realizo llamada saliente VC-02683259, sin exito, cliente menciona en que chat que entiende."
2026-05-01;2026-05-13;11740195;Consulta;No aplica / condiciones;"Cliente reclama reintegro no acreditado; se verifica que ya llegó a su tope de reintegro."
2026-05-01;2026-05-13;11742001;Consulta;No aplica / condiciones;"La cliente (Rossana) reclamó la falta de reintegros por compras con TC en Superseis, Biggie y Farmacenter; se le aclaró que en los dos primeros no alcanzó el monto mínimo requerido por promoción, mientras que en Farmacenter se utilizó un POS no adherido. Tras explicar las bases y condiciones para futuras compras e intentar una llamada saliente sin éxito, se procedió al cierre del chat por falta de contacto telefónico."
2026-05-01;2026-05-13;11742640;Consulta;No aplica / condiciones;cliente consulta sobre el reintegro de su compra, se corrobora que no aplica ya que no alcanza el monto mínimo.
2026-05-01;2026-05-13;11743434;Consulta;No aplica / condiciones;"El cliente (Luis) realizó un reclamo debido a que no recibió el reintegro por una compra en Petropar el 10/05, argumentando que el beneficio se reinicia semanalmente. Se le aclaró que, según el cronograma de las bases y condiciones, la primera semana de mayo comprendía del 01/05 al 10/05, por lo que su tope ya estaba alcanzado; asimismo, se le informó que la segunda semana inició el 11/05. El cliente aceptó la explicación y se dio por finalizada la gestión satisfactoriamente tras invitarlo a verificar las fechas vigentes en la App."
2026-05-01;2026-05-13;11744324;Consulta;Reclamo / revision;"Re contacto caso 11537514, cliente se acerca al CE bastante molesta con respecto al caso correspondiente se verifica y escala el caso con líder de suc.

finalmente se retira agradeciendo la atención"
2026-05-01;2026-05-13;11745004;Consulta;No aplica / condiciones;Cliente se contacta consultando acerca de un reintegro, se le explico que llego a tope
2026-05-01;2026-05-13;11745660;Consulta;Seguimiento interno;"Retiro de remera de retos 
Adjunto conformidad de recepcion"
2026-05-01;2026-05-13;11745672;Consulta;No aplica / condiciones;26/04/26 PETROPAR - Se le indica que no corresponde ya que el cobro fue con el pos de infonet
2026-05-01;2026-05-13;11746634;Consulta;No aplica / condiciones;Cliente se contacta por un reintegro, no aplica
2026-05-01;2026-05-13;11747028;Consulta;No aplica / condiciones;Cliente se contacta mencionando que no recibió un reintegro por una compra en un comercio adherido. Se le indica que no aplica el beneficio por el medio de pago utilizado. Se realizó una llamada saliente para informarle los detalles y el cliente comprende la situación.
2026-05-01;2026-05-13;11747180;Consulta;No aplica / condiciones;"Cliente comenta que no recibió unos reintegros
Se verifica que uno de ellos no realizo de forma correcta el pago según ByC, se le informa al cliente
La compra de la fecha 18/04/2026 no se proceso por que alcanzo el tope de reintegro con una compra anterior en la misma semana 

Monto: 50.000 gs 
Fecha: 18/4/2026
Comprobante: 5008685004
Comercio: PETROMAX BOGGIANI


UNO NO PASO LOS DIAS PARA REALIZAR LA VERIFICACION 10/05 copetrol 50.000"
2026-05-01;2026-05-13;11747306;Consulta;No aplica / condiciones;"Cliente se contacta en referencia a que no estuvo recibiendo el reintegro de una compra realizada en Petropar. 
Se verifica que la compra lo realizó por medio del pos de la red infonet, por el cual se le indica que en las byc estaría especifica que el reintegro solo aplica con el pos de la red upay o por medio de la app de petropar."
2026-05-01;2026-05-13;11747837;Consulta;Seguimiento interno;Buenas Cliente acude al Centro de Experiencia para retirar la Camiseta Albirroja indicando haber cumplido los retos de los desafíos mundialistas a través de la aplicación. Se procedió con la validación de identidad del cliente y la verificación del cumplimiento de los 5 desafíos. Se realizó la entrega física de la remera talle L , obteniendo la firma de conformidad de recepción. Como evidencia de la entrega, se tomó una fotografía y se emitió copia de la cédula ambos lados al Líder para su verificación. Toda la documentación fue adjuntada en Gudd, con registro de la fecha y hora de la entrega. El cliente agradece la gestión y se retira sin más consultas.
2026-05-01;2026-05-13;11747881;Consulta;No aplica / condiciones;Cliente indica que no recibe reintegros pero se verifica que llego a su tope de mes
2026-05-01;2026-05-13;11749232;Consulta;No aplica / condiciones;Cliente se comunica indicando que no recibió su reintegro acorde a su compra en PETROPAR se verifica que su compra fue realiza via bancard lo cual no corresponde, se le indica eso al cliente el cual comprende y agradece la información.
2026-05-01;2026-05-13;11749338;Consulta;No aplica / condiciones;Cliente se contacta por reintegro, se facilota BYC debido a que no corresponde la compra
2026-05-01;2026-05-13;11749513;Consulta;No aplica / condiciones;Cliente consulta por reintegros, se le indica que las promociones aplican para transacciones con tc, por lo que las transacciones realizadas por la misma no aplican ya que posee una tarjeta de debito.
2026-05-01;2026-05-13;11749532;Consulta;No aplica / condiciones;Cliente menciona que no recibio su reintegro por supermercados, se verifica que alcanzo el tope de la misma
2026-05-01;2026-05-13;11749536;Consulta;No aplica / condiciones;"Cliente consulta por reintegro; se le informa que no aplica porque no realizó la compra mínima; la misma comprende y se finaliza la interacción."
2026-05-01;2026-05-13;11750662;Consulta;Seguimiento interno;"Buenas,

Cliente acude al CE Matrix para el retiro de su camiseta por retos.
Talle M.
Adjunto acuse.

Saludos."
2026-05-01;2026-05-13;11750689;Consulta;Reclamo / revision;Cliente se contacta reclamando un reintegro  el sabado 09/05 en palmear por el monto de 150 mil guaranies el cual no verifica el reintegro
2026-05-01;2026-05-13;11750785;Consulta;No aplica / condiciones;Información de reintegro, no aplica se informa.
2026-05-01;2026-05-13;11751078;Consulta;Seguimiento interno;Cliente acude al Centro de Experiencias para retirar su camiseta albirroja, se verifican los 5 retos cumplidos. Adjunto acuse en el caso y en GUDD
2026-05-01;2026-05-14;11752051;Consulta;Reclamo / revision;cliente reclama reintegro con la bolsa de supermercado, mencione reintegro procesado en la cuenta
2026-05-01;2026-05-14;11752057;Consulta;Reclamo / revision;"Cliente reclama que no cuenta con reintegros; se le brinda información referente a la forma de pago para acceder a los reintegros. Cliente abandona chat"
2026-05-01;2026-05-14;11755889;Consulta;No aplica / condiciones;Cliente consulta por reintegro de Supermercados, se verifica que el comercio Stock se encuentra adherido con el pos de Bancard e Upay y se realizó con el monto mínimo para el beneficio pero la compra se procesó con el pos de Dinelco. Se realiza llamada y se le informa al cliente que no aplica con dicho pos las promociones. Cliente comprende y agradece la información.
2026-05-01;2026-05-14;11756361;Consulta;Reclamo / revision;Cliente en referencia reclama varios reintegros. Se le solicitan comprobantes de todos, no desea proporcionarlos e indica que no los tiene, que nosotros los tenemos. Se le consulta fecha y monto de las compras, a lo que responde que tampoco cuenta con esa información. Se le indica que, al menos, esa información es necesaria para verificar sus movimientos. No responde más a varias insistencias.
2026-05-01;2026-05-14;11758102;Consulta;No aplica / condiciones;"Consulta por reintegro de compra en petropar
Se verifica pago realizado con pos de la red infonet
se indica que aplica solo a pagos con el pos upay"
2026-05-01;2026-05-14;11758615;Consulta;No aplica / condiciones;Información de reintegro, se le indica que no aplica.
2026-05-01;2026-05-14;11759600;Consulta;No aplica / condiciones;"La cliente (Lourdes) consultó sobre la falta de reintegro en una compra realizada en Petropar el 30/04; se le aclaró que, según las bases y condiciones, el periodo del 20/04 al 30/04 correspondía a una misma semana promocional, y al haber alcanzado el tope de reintegro con su compra del 22/04, la transacción posterior ya no aplicaba para el beneficio. La cliente manifestó su conformidad con la explicación recibida y la gestión finalizó satisfactoriamente tras recomendarle verificar los cronogramas vigentes en la App."
2026-05-01;2026-05-14;11760343;Consulta;No aplica / condiciones;"El cliente (Gustavo) consultó sobre la falta de reintegro en una compra de Gs. 150.000 realizada en Petropar el día anterior; se le informó que el beneficio no se aplicó debido a que el pago se efectuó a través de un POS de la red Infonet, siendo requisito de las bases y condiciones utilizar la red Upay para acceder al descuento. Ante la falta de respuesta posterior del cliente, se dio por finalizada la gestión recordándole los términos de la promoción."
2026-05-01;2026-05-14;11760475;Consulta;Seguimiento interno;Cliente en referencia se acerca al CE de Ñemby para el retiro de su camiseta campaña mundialista la cantidad 1 talle M, adjunto acuses en gudd
2026-05-01;2026-05-14;11760509;Consulta;Seguimiento interno;"El cliente consulta por un reintegro del 25% asociado a una compra realizada en Nissei (Asunción), correspondiente a la transacción N° 5289054434 por un monto de Gs. 987.492 del 14/05/26.
Manifiesta haber visto en redes y en el comercio la promoción de reintegro vigente para compras con tarjeta de crédito.
Se le informa que el beneficio de reintegro del 25% forma parte del programa “ueno+”, el cual está sujeto a condiciones, incluyendo el mantenimiento de un saldo promedio mínimo personalizado para cada cliente y topes establecidos en el cuadro de beneficios. Se le sugiere verificar los requisitos en la sección “Beneficios ueno+” de la app.
Se solicita al cliente evidencia adicional desde la app para poder validar su caso.
Se intenta realizar contacto telefónico para continuar la gestión, sin éxito.
Al no obtener respuesta, se procede al cierre del ticket, quedando el caso abierto a futuras consultas si el cliente retoma contacto."
2026-05-01;2026-05-14;11760792;Consulta;No aplica / condiciones;Se le informa que no aplica el reintegro de la compra.
2026-05-01;2026-05-14;11761275;Consulta;No aplica / condiciones;Se indica que no aplica con pos de bancard
2026-05-01;2026-05-14;11761426;Consulta;No aplica / condiciones;Se indica que no aplica, tope
2026-05-01;2026-05-14;11761570;Consulta;Reclamo / revision;"Cliente  reclama  por  reintegro  feria  palmear  
En la BYC no especifica los feriante  por  lo que se  deriva la consulta  a alianza en copia del  los  TL"
2026-05-01;2026-05-14;11761667;Consulta;No aplica / condiciones;Se le informa que no aplica, comercio no adherido.
2026-05-01;2026-05-14;11762709;Consulta;No aplica / condiciones;Se indica que no aplica
2026-05-01;2026-05-14;11764314;Consulta;No aplica / condiciones;"Se comunica consultando por reintegro bolsa bares
Se corrobora tt, se indica llegó al tope de de Bolsa Bares por Nivel 1"
2026-05-01;2026-05-15;11764686;Consulta;No aplica / condiciones;"Cliente se contacta para saber estado de reintegro; se le comenta que, al haber hecho la compra con POS Dinelco, el reintegro no corresponde."
2026-05-01;2026-05-15;11766056;Consulta;No aplica / condiciones;Cliente menciona que no recibio reintegro de la compra de copetrol America luque del monto de 150.000 gs y se verifica que el motivo es que se realizo la compra con el pos de la red infonet y solo aplicaba con el pos de la red upay de esa direccion se le explica
2026-05-01;2026-05-15;11766347;Consulta;Seguimiento interno;"Buen día, quisiera solicitar la revisión de upys ya que me debitaron lo que
corresponde del seguro. Adjunto evidencia"
2026-05-01;2026-05-15;11766362;Consulta;No aplica / condiciones;Cliente contacta consultando por reintegro de promo UPA, se verifica que no aplica debido a BYC -
2026-05-01;2026-05-15;11766550;Consulta;No aplica / condiciones;Cliente se contacta consultando sobre reintegro, se le indica que no corresponde.
2026-05-01;2026-05-15;11767419;Consulta;Reclamo / revision;"Cliente se acerca al ce de eeuu indicando que desea realizar un reclama de un reintegro no ingresado a su cuenta por la compra realizada el Dia de hoy.

Se Indica que El reintegro ingresa durante 7 dias.

Cliente comorende y se retire conforme"
2026-05-01;2026-05-15;11767644;Consulta;Reclamo / revision;Cliente reclama renteros De su compra en stock se le indica de que con el bosque le cobraron No hay reintegros
2026-05-01;2026-05-15;11767975;Consulta;Reclamo / revision;Cliente reclama reintegro, se verifica acreditado correctamente en cuenta
2026-05-01;2026-05-15;11768223;Consulta;Reclamo / revision;Cliente reclama reintegro. No responde cuando se le consulta el número de comprobante. Se insiste con el contacto y se procede al cierre por falta de respuesta.
2026-05-01;2026-05-15;11768674;Consulta;No aplica / condiciones;"Cliente reclama reintegro primera compra; se verifica que ya recibió y que no corresponde lo reclamado."
2026-05-01;2026-05-15;11768717;Consulta;Seguimiento interno;Cliente se acerca al CE, indicando que cumplio todos los retos, verificamos en el sistema y luego procedemos a la entrega de una camiseta albirroja M, adjunto formulario de recepcion y foto del cliente con la remera en el caso.
2026-05-01;2026-05-15;11769548;Consulta;No aplica / condiciones;Se le indica que  el pago realizado en Stock, fue realizado atraves del pos de la red dinelco, actualmente la promoción de Supermercado si es Stock, solo aplica con el pos de la red infonet o upay, es por ello que no ves el ingreso del reintegro, te facilito la promo para que lo puedas verificar mejor también// indica que ese fue un error del cajero, se le indica que si el cliente pide el pos, lo deben de facilitar, ya que el cliente debe solicitar el pos correcto//
2026-05-01;2026-05-15;11769951;Consulta;No aplica / condiciones;Cliente consulta por reintegro, se indica que no corresponde ya que no cumple con las byc
2026-05-01;2026-05-15;11771516;Consulta;No aplica / condiciones;Se le indica que  según veo el pago realizado físicamente en Farmacenter fue con el pos de la red infonet, actualmente la promoción de Farmacias sólo aplica a compras de manera física pero con el pos de la red upay, es por ello que no ves el ingreso del reintegro, te facilito la promo para que lo puedas verificar mejor también// agradece
2026-05-01;2026-05-15;11771878;Consulta;No aplica / condiciones;"Cliente consulta por reintegro
Se le ayuda con la explicación para que pueda acceder a las byc 
Se le informa motivo del porque no corresponde
Cierro caso"
2026-05-01;2026-05-15;11773003;Consulta;No aplica / condiciones;Cliente consulta por un reintegro de petropar, se indica al mismo motivo por el cual no aplica.
2026-05-01;2026-05-15;11773084;Consulta;No aplica / condiciones;Cliente consulta sobre un reintegro, se verifica e informa que realizó la compra con un pos que no corresponde a la promoción y se le indica donde puede visualizar las BYC desde la app
2026-05-01;2026-05-16;11773706;Consulta;Reclamo / revision;cliente reclama reintegro de supermercado y biggie, se le indica que fue acreditado en fecha 09/06
